@relation segmentation-data

@attribute REGION-CENTROID-COL numeric
@attribute REGION-CENTROID-ROW numeric
@attribute REGION-PIXEL-COUNT numeric
@attribute SHORT-LINE-DENSITY-5 numeric
@attribute SHORT-LINE-DENSITY-2 numeric
@attribute VEDGE-MEAN numeric
@attribute VEDGE-SD numeric
@attribute HEDGE-MEAN numeric
@attribute HEDGE-SD numeric
@attribute INTENSITY-MEAN numeric
@attribute RAWRED-MEAN numeric
@attribute RAWBLUE-MEAN numeric
@attribute RAWGREEN-MEAN numeric
@attribute EXRED-MEAN numeric
@attribute EXBLUE-MEAN numeric
@attribute EXGREEN-MEAN numeric
@attribute VALUE-MEAN numeric
@attribute SATURATION-MEAN numeric
@attribute HUE-MEAN numeric
@attribute CLASS {BRICKFACE,SKY,FOLIAGE,CEMENT,WINDOW,PATH,GRASS}

@data
45,89,9,0,0,0.777778,0.340741,0.777778,0.474074,2.296296,0.111111,6.444445,0.333333,-6.555555,12.444445,-5.888889,6.444445,0.986111,-2.123905,FOLIAGE
18,87,9,0,0,1.555556,1.962613,1.888889,1.746955,2.925926,1.222222,5.666666,1.888889,-5.111111,8.222222,-3.111111,5.666666,0.862771,-2.229493,FOLIAGE
52,102,9,0,0,0.722222,0.507407,0.833333,0.566667,2.888889,0.666667,6.333334,1.666667,-6.666666,10.333333,-3.666667,6.333334,0.899735,-2.261719,FOLIAGE
54,91,9,0,0,1.444444,1.540741,0.833333,0.255556,3.259259,0.555556,8,1.222222,-8.111111,14.222222,-6.111111,8,0.944811,-2.186723,FOLIAGE
80,87,9,0,0.111111,24.388891,572.9964,44.722225,1386.3292,67.44444,58.77778,79,64.55556,-26,34.666668,-8.666667,79,0.306281,-2.422127,FOLIAGE
140,124,9,0,0,1,0.444445,1.111111,1.051852,2.518518,0.222222,6.111111,1.222222,-6.888889,10.777778,-3.888889,6.111111,0.973765,-2.267462,FOLIAGE
69,139,9,0,0,2.833333,1.773259,2.111111,1.668887,18.074074,16,22.555555,15.666667,-6.222222,13.444445,-7.222222,23.88889,0.386612,-1.702833,FOLIAGE
9,80,9,0,0,2.944444,13.751853,16.666666,71.5111,23.62963,17.333334,31.666666,21.88889,-18.88889,24.11111,-5.222222,31.666666,0.514254,-2.431513,FOLIAGE
6,81,9,0,0.111111,4.111111,8.740745,5.722223,28.50741,12.481482,7.666666,18.88889,10.888889,-14.444445,19.222221,-4.777778,18.88889,0.628156,-2.388561,FOLIAGE
74,129,9,0,0,0.222222,0.02963,0.111111,0.02963,0.518518,0,1.555556,0,-1.555556,3.111111,-1.555556,1.555556,1,-2.094395,FOLIAGE
41,75,9,0,0.111111,15.388889,19.136257,26.611113,31.71359,55,47.444443,65.44444,52.11111,-22.666666,31.333334,-8.666667,65.44444,0.297802,-2.356754,FOLIAGE
36,145,9,0,0,0.277778,0.196296,1.277778,2.062963,0.851852,0.333333,1.444444,0.777778,-1.555556,1.777778,-0.222222,1.444444,0.251852,-2.53095,FOLIAGE
94,144,9,0,0,0.444444,0.118518,0.5,0.166667,1.148148,0,3.444444,0,-3.444444,6.888889,-3.444444,3.444444,1,-2.094395,FOLIAGE
18,90,9,0,0,1.055556,0.374074,0.666667,0.222222,2.814815,0.555556,6.888889,1,-6.777778,12.222222,-5.444445,6.888889,0.926146,-2.164323,FOLIAGE
68,103,9,0,0,0.666667,0.577778,1.111111,0.962963,2.148148,0.111111,5.666666,0.666667,-6.111111,10.555555,-4.444445,5.666666,0.987654,-2.185466,FOLIAGE
45,108,9,0,0.111111,25.5,12.795401,27.277779,15.930981,49.814816,41.77778,61.11111,46.555557,-24.11111,33.88889,-9.777778,61.11111,0.358975,-2.360491,FOLIAGE
59,99,9,0,0,0.777778,0.82963,1,0.355556,2.037037,0.111111,5.555555,0.444444,-5.777778,10.555555,-4.777778,5.555555,0.986111,-2.149743,FOLIAGE
67,136,9,0,0,6.722223,3.708349,2.666667,3.197221,15.518518,9,25.333334,12.222222,-19.555555,29.444445,-9.888889,25.333334,0.660813,-2.307511,FOLIAGE
226,110,9,0,0,0.333333,0.088889,0.5,0.211111,1.666667,0.111111,4.444445,0.444444,-4.666666,8.333333,-3.666667,4.444445,0.977778,-2.155984,FOLIAGE
231,124,9,0,0,3.444445,14.962965,1.833333,6.433335,3,1.444444,5.888889,1.666667,-4.666666,8.666667,-4,5.888889,0.895369,-2.118937,FOLIAGE
103,125,9,0,0,0.944445,0.827759,0.833333,0.691215,1.777778,0.444444,3.888889,1,-4,6.333334,-2.333333,3.888889,0.923809,-2.237562,FOLIAGE
1,81,9,0,0,12.166667,267.45554,9.222222,205.36296,21.333334,14,30.555555,19.444445,-22,27.666666,-5.666666,30.555555,0.595282,-2.438409,FOLIAGE
230,124,9,0,0,0.277778,0.107407,0.277778,0.151852,0.666667,0,2,0,-2,4,-2,2,1,-2.094395,FOLIAGE
58,109,9,0,0,0.888889,0.251852,2.833333,1.677777,4.296296,1.444444,8.444445,3,-8.555555,12.444445,-3.888889,8.444445,0.864482,-2.283787,FOLIAGE
59,120,9,0,0,2.166667,1.986063,1.444444,1.869838,19.074074,10.555555,33.11111,13.555555,-25.555555,42.11111,-16.555555,33.11111,0.681266,-2.231261,FOLIAGE
140,125,9,0,0,0.666667,0.222222,2.666667,3.777778,3.925926,1.555556,7.777778,2.444444,-7.111111,11.555555,-4.444445,7.777778,0.853199,-2.234241,FOLIAGE
127,143,9,0,0,1.5,0.122222,0.888889,0.607407,4.185185,0.888889,9.444445,2.222222,-9.888889,15.777778,-5.888889,9.444445,0.915376,-2.257412,FOLIAGE
23,129,9,0,0,0.5,0.077778,0.388889,0.151852,0.518518,0,1.555556,0,-1.555556,3.111111,-1.555556,1.555556,0.777778,-2.094395,FOLIAGE
191,119,9,0,0,1.111111,1.293861,0.944446,0.772202,39.851852,36.22222,48.22222,35.11111,-10.888889,25.11111,-14.222222,48.22222,0.271717,-2.006,CEMENT
219,80,9,0,0,1.277777,0.32963,0.666667,0.933332,39.703705,36.333336,48.22222,34.555557,-10.111111,25.555555,-15.444445,48.22222,0.282964,-1.962646,CEMENT
136,45,9,0,0,1.222222,1.544406,2.055555,1.526313,53.074074,48.11111,63.77778,47.333332,-14.888889,32.11111,-17.222221,63.77778,0.259367,-2.045905,CEMENT
66,160,9,0,0,3.000001,4.044447,2.777778,0.429629,22.851852,18.222221,31.555555,18.777779,-13.888889,26.11111,-12.222222,31.555555,0.426014,-2.138726,CEMENT
190,105,9,0,0,1.888889,2.296298,2.166666,1.67778,45.74074,41.22222,56.333332,39.666668,-13.555555,31.777779,-18.222221,56.333332,0.295992,-1.996082,CEMENT
37,78,9,0,0,1.000001,0.177777,2.555556,2.874073,43.814816,41.11111,51.88889,38.444443,-8.111111,24.222221,-16.11111,51.88889,0.258916,-1.886072,CEMENT
198,127,9,0,0,2.444444,4.385187,8.555555,59.54075,40.74074,38,48.22222,36,-8.222222,22.444445,-14.222222,48.22222,0.248999,-1.908348,CEMENT
191,101,9,0,0,1.111112,0.779363,1.111111,1.186342,45.037037,39,57.11111,39,-18.11111,36.22222,-18.11111,57.11111,0.322733,-2.094303,CEMENT
243,120,9,0,0,4.444445,4.359749,1.555555,1.833839,47.851852,44.77778,56.333332,42.444443,-9.222222,25.444445,-16.222221,56.333332,0.245321,-1.910735,CEMENT
230,117,9,0,0,3.277779,0.928958,1.444443,0.860663,39.037037,33.555557,49.77778,33.77778,-16.444445,32.22222,-15.777778,49.77778,0.335026,-2.106235,CEMENT
151,89,9,0,0,8.388889,4.577317,0.722222,0.389682,31.703703,27.333334,41,26.777779,-13.111111,27.88889,-14.777778,41,0.351273,-2.046542,CEMENT
176,100,9,0,0,1.944444,0.774075,1.444445,0.651851,55.37037,50.333332,66.88889,48.88889,-15.111111,34.555557,-19.444445,66.88889,0.268621,-2.00619,CEMENT
118,126,9,0,0,0.666667,0.4,1.833334,2.122222,20.555555,16.11111,28.666666,16.88889,-13.333333,24.333334,-11,28.666666,0.437078,-2.158805,CEMENT
42,57,9,0,0,1.388891,0.975628,0.999999,0.365148,65.703705,59.444443,79.44444,58.22222,-18.777779,41.22222,-22.444445,79.44444,0.266776,-2.030703,CEMENT
217,148,9,0,0,2.055556,2.551854,1.055555,0.507408,29.074074,21.444445,41.555557,24.222221,-22.88889,37.444443,-14.555555,41.555557,0.483771,-2.237972,CEMENT
14,146,9,0.111111,0,0.888889,0.474074,1.111111,0.740741,10.592592,8,15.666667,8.111112,-7.777778,15.222222,-7.444445,15.666667,0.487864,-2.108911,CEMENT
22,87,9,0,0,1.88889,1.259042,1.166667,0.623611,64.03704,55.77778,80.333336,56,-24.777779,48.88889,-24.11111,80.333336,0.3097,-2.105073,CEMENT
130,32,9,0,0,1.111111,1.047041,0.833334,0.836659,59.48148,54.22222,70.88889,53.333332,-15.777778,34.22222,-18.444445,70.88889,0.249001,-2.042422,CEMENT
162,159,9,0,0,2.166667,0.960324,2.222222,1.455513,26.11111,25.222221,29.555555,23.555555,-2.666667,10.333333,-7.666666,29.555555,0.202846,-1.802554,CEMENT
150,158,9,0,0,2.166667,1.633334,1.388889,0.418518,8.444445,7,12.222222,6.111111,-4.333334,11.333333,-7,12.222222,0.503086,-1.943449,CEMENT
163,68,9,0,0,1.833334,2.21111,1.555556,0.962963,56.77778,52,68.22222,50.11111,-14.333333,34.333332,-20,68.22222,0.265053,-1.984308,CEMENT
187,80,9,0,0,1.333333,0.711111,1.333333,0.711109,40.51852,37.77778,47.666668,36.11111,-8.222222,21.444445,-13.222222,47.666668,0.24473,-1.942698,CEMENT
140,73,9,0,0,1.722221,0.82776,0.777777,1.003696,46.296295,45.666668,51.11111,42.11111,-1.888889,14.444445,-12.555555,51.11111,0.176156,-1.681589,CEMENT
236,117,9,0,0,0.777779,0.403687,1.277778,0.742868,45.88889,39.555557,58.444443,39.666668,-19,37.666668,-18.666666,58.444443,0.330477,-2.09948,CEMENT
112,90,9,0,0,7.38889,6.945556,1.277777,0.879814,65.18519,57.666668,79.77778,58.11111,-22.555555,43.77778,-21.222221,79.77778,0.278345,-2.108813,CEMENT
197,121,9,0,0,21.666666,17.3628,0.944444,0.904721,41.037037,37.444443,49.444443,36.22222,-10.777778,25.222221,-14.444445,49.444443,0.280578,-1.995536,CEMENT
141,17,9,0.111111,0.222222,3.722223,4.449303,5,2.319004,44.592594,40.333336,54,39.444443,-12.777778,28.222221,-15.444445,54,0.268186,-2.030048,CEMENT
79,28,9,0,0,4.277777,3.761896,0.833333,0.658281,62.407406,53.444443,79.111115,54.666668,-26.88889,50.11111,-23.222221,79.111115,0.324556,-2.144507,CEMENT
169,102,9,0,0,1,0.355555,0.888889,0.296295,58.22222,53.444443,69.66667,51.555557,-14.333333,34.333332,-20,69.66667,0.25976,-1.985584,CEMENT
208,65,9,0,0,1.388887,1.23678,26.444445,25.537477,56.703705,52.666668,64.44444,53,-12.111111,23.222221,-11.111111,64.44444,0.19713,-1.970812,CEMENT
189,144,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WINDOW
189,141,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WINDOW
210,153,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WINDOW
57,89,9,0,0,1.722222,1.306678,6.166666,4.703426,17,13,24.555555,13.444445,-12,22.666666,-10.666667,24.555555,0.477489,-2.129746,WINDOW
243,94,9,0,0,0.666667,0.311111,0.222222,0.02963,1.185185,0.222222,3.222222,0.111111,-2.888889,6.111111,-3.222222,3.222222,0.977778,-2.071242,WINDOW
229,104,9,0,0,0.5,0.547722,2.833333,2.041242,19.777779,16.333334,26.11111,16.88889,-10.333333,19,-8.666667,26.11111,0.375532,-2.150638,WINDOW
226,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WINDOW
196,95,9,0,0,1.722222,1.123816,1.333333,1.264911,7.62963,6.777778,10.777778,5.333334,-2.555556,9.444445,-6.888889,10.777778,0.512566,-1.749258,WINDOW
43,152,9,0,0,1.944444,1.707408,1.222222,0.82963,1.518519,1,2.888889,0.666667,-1.555556,4.111111,-2.555556,2.888889,0.648677,-1.933239,WINDOW
54,133,9,0,0,1.555556,1.007407,0.5,0.344444,5.37037,3.666667,9,3.444444,-5.111111,10.888889,-5.777778,9,0.630471,-2.048,WINDOW
157,85,9,0,0,1.222222,1.241266,0.222222,0.172133,18.925926,14.555555,26.88889,15.333333,-13.111111,23.88889,-10.777778,26.88889,0.459024,-2.160912,WINDOW
96,94,9,0,0,0.722223,0.285185,0.444445,0.42963,20.222221,16,28.777779,15.888889,-12.666667,25.666666,-13,28.777779,0.451546,-2.084893,WINDOW
152,155,9,0,0,0.5,0.611111,10.777778,131.80739,7.296296,5.333334,11,5.555555,-5.888889,11.111111,-5.222222,11,0.5,-2.115567,WINDOW
208,34,9,0,0,1.722222,1.730981,0.444445,0.501848,14.444445,10.777778,21,11.555555,-11,19.666666,-8.666667,21,0.479958,-2.162383,WINDOW
222,62,9,0,0,0.277778,0.250924,0.666667,0.557773,6.407407,4.111111,11.444445,3.666667,-6.888889,15.111111,-8.222222,11.444445,0.680808,-2.034152,WINDOW
123,152,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WINDOW
20,134,9,0,0,0.666667,0.088889,0.611111,0.240741,2.962963,1.111111,6.444445,1.333333,-5.555555,10.444445,-4.888889,6.444445,0.829233,-2.133095,WINDOW
223,62,9,0,0,0.333333,0.298142,0.444444,0.501848,6.444445,4.111111,11.444445,3.777778,-7,15,-8,11.444445,0.67037,-2.048717,WINDOW
184,145,9,0,0,0.722222,0.611616,0.222222,0.272166,0.555556,0.333333,1.222222,0.111111,-0.666667,2,-1.333333,1.222222,0.527778,-1.920944,WINDOW
225,58,9,0,0,0.333334,0.421637,0.444445,0.344265,8.333333,5.555555,14.111111,5.333334,-8.333333,17.333334,-9,14.111111,0.622222,-2.068564,WINDOW
58,113,9,0,0,3.444445,1.223232,0.722222,0.389682,20.851852,16.88889,28.444445,17.222223,-11.888889,22.777779,-10.888889,28.444445,0.414807,-2.125693,WINDOW
160,41,9,0,0,0.833333,0.809664,0.222222,0.172133,0.703704,0.555556,1.222222,0.333333,-0.444444,1.555556,-1.111111,1.222222,0.537037,-1.84512,WINDOW
160,110,9,0,0,0.833333,0.691214,0.444444,0.272165,31.62963,27.222221,39.333336,28.333334,-13.222222,23.11111,-9.888889,39.333336,0.307444,-2.187242,WINDOW
186,12,9,0,0,0.444444,0.272165,2.333333,1.966384,6.259259,3.888889,11.333333,3.555556,-7.111111,15.222222,-8.111111,11.333333,0.687302,-2.057978,WINDOW
142,111,9,0,0,1.111111,0.45542,0.555555,0.344265,28.74074,24.555555,35.88889,25.777779,-12.555555,21.444445,-8.888889,35.88889,0.315484,-2.202667,WINDOW
252,137,9,0,0,0.888889,0.544331,0.611111,0.712325,0.740741,0.333333,1.777778,0.111111,-1.222222,3.111111,-1.888889,1.777778,0.75,-2.007606,WINDOW
206,61,9,0,0,0.555555,0.403687,0.5,0.459468,7.074074,4.666667,12.222222,4.333334,-7.222222,15.444445,-8.222222,12.222222,0.645891,-2.048717,WINDOW
239,93,9,0,0,3.444444,13.496301,1.055556,0.862962,14.407408,9.888889,22.88889,10.444445,-13.555555,25.444445,-11.888889,22.88889,0.577002,-2.137493,WINDOW
207,115,9,0,0,1.055556,0.32963,0.166667,0.033333,1.222222,0.444444,2.888889,0.333333,-2.333333,5,-2.666667,2.888889,0.933333,-2.065536,WINDOW
90,134,9,0,0,0.388889,0.018519,0.944444,0.151852,2.111111,1,4.666667,0.666667,-3.333333,7.666666,-4.333334,4.666667,0.881481,-2.013143,WINDOW
86,197,9,0.111111,0.111111,1.611112,1.451691,1.277779,1.103865,63.22222,56.22222,77.77778,55.666668,-21,43.666668,-22.666666,77.77778,0.285333,-2.06802,PATH
4,189,9,0,0,2.055556,3.885185,11.722221,114.59634,26.444445,23.444445,33,22.88889,-9,19.666666,-10.666667,33,0.271473,-2.101002,PATH
134,187,9,0,0,1.888889,1.515354,2.111111,1.784708,59.37037,52.666668,74.111115,51.333332,-20.11111,44.22222,-24.11111,74.111115,0.307458,-2.03348,PATH
252,201,9,0,0,4.611111,5.495115,5.555555,5.795274,40.296295,35.77778,49,36.11111,-13.555555,26.11111,-12.555555,49,0.275368,-2.175826,PATH
